,name,gPlusPlaceId,location/lat,location/lng,address,url,categories,categoryName,average_rating,average_predict_rating,total_rows
0,...,ChIJOVjvIgQpdTERXJPdZ33Js0U,10.8283996,106.668697,"385/33/23 Quang Trung, Phường 10, Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam","https://www.google.com/maps/place/.../@10.8283996,106.668697,17z/data=!3m1!4b1!4m6!3m5!1s0x3175290422ef5839:0x45b3c97d67dd935c!8m2!3d10.8283996!4d106.668697!16s%2Fg%2F11g8vtxymg?hl=vi&entry=ttu",Sân bóng đá,Sân bóng đá,3.125,4.204263640626277,8
1,018 Cafe,ChIJXbidq_sudTERT6eTAa9jY1A,10.7551649,106.6676778,"Chung cư Nguyễn Trãi lô A, lô F, 18 Đ. Mạc Thiên Tích, Phường 8, Quận 5, Thành phố Hồ Chí Minh, Việt Nam","https://www.google.com/maps/place/018+Cafe/@10.7551649,106.6676778,17z/data=!3m1!4b1!4m6!3m5!1s0x31752efbab9db85d:0x506363af0193a74f!8m2!3d10.7551649!4d106.6676778!16s%2Fg%2F11cjk2ptqt?hl=vi&entry=ttu",Quán cà phê,Quán cà phê,3.3875,4.209629821080563,80
2,1 Dessert & Cafe,ChIJPZM8uVYpdTERLvi8c7WWMtU,10.79644,106.6857013,"277-279 Đ. Hoàng Sa, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh 71008, Việt Nam","https://www.google.com/maps/place/1+Dessert+%26+Cafe/@10.79644,106.6857013,17z/data=!3m1!4b1!4m6!3m5!1s0x31752956b93c933d:0xd53296b573bcf82e!8m2!3d10.79644!4d106.6857013!16s%2Fg%2F11vpsf77rc?hl=vi&entry=ttu",Quán cà phê,Quán cà phê,5.0,4.08794458736716,8
3,107 Đào Trí,ChIJURoww1QldTER88Iv5c-jK00,10.7365123,106.7397744,"107 Đ. Đào Trí, Phú Thuận, Quận 7, Thành phố Hồ Chí Minh, Việt Nam","https://www.google.com/maps/place/107+%C4%90%C3%A0o+Tr%C3%AD/@10.7365123,106.7397744,17z/data=!3m1!4b1!4m6!3m5!1s0x31752554c3301a51:0x4d2ba3cfe52fc2f3!8m2!3d10.7365123!4d106.7397744!16s%2Fg%2F11fvxvyd68?hl=vi&entry=ttu",Nhà kho,Nhà kho,3.0,4.192525773370583,2
4,112/47 Bùi Quang Là,ChIJJahERngpdTER3I4syHxveS0,10.8339473,106.6385156,"RJMQ+HCC, Số 30, Phường 12, Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam","https://www.google.com/maps/place/112%2F47+B%C3%B9i+Quang+L%C3%A0/@10.8339473,106.6385156,17z/data=!3m1!4b1!4m6!3m5!1s0x317529784644a825:0x2d796f7cc82c8edc!8m2!3d10.8339473!4d106.6385156!16s%2Fg%2F11b7vjn1t4?hl=vi&entry=ttu",Công ty,Công ty,4.5,4.242492378303417,2
5,115 Xuyên Việt,ChIJicIXAVAvdTERxQRxsl2eS7w,10.740158,106.6844606,"51 Lô C, Đ. Âu Dương Lân, P.3, Quận 8, Thành phố Hồ Chí Minh 700000, Việt Nam","https://www.google.com/maps/place/115+Xuy%C3%AAn+Vi%E1%BB%87t/@10.740158,106.6844606,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f500117c289:0xbc4b9e5db27104c5!8m2!3d10.740158!4d106.6844606!16s%2Fg%2F11q409sz20?hl=vi&entry=ttu",Dịch vụ cấp cứu,Dịch vụ cấp cứu,1.6666666666666667,4.277763186927469,6
6,115/15K Xuân Thới Thượng,ChIJX7og40ErdTERHJrlmK_fpaY,10.868113,106.5717582,"115/15K Xuân Thới Thượng, 20 ấp 5, Xuân Thới Thượng, Hóc Môn, Thành phố Hồ Chí Minh, Việt Nam",https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJX7og40ErdTERHJrlmK_fpaY,Khu tổ hợp công quản,Khu tổ hợp công quản,5.0,4.228725903818262,1
7,117 CAU CA GIAI TRI,ChIJo3Ug-00pdTERAOpP6p4csQo,10.867946,106.7036634,"VP93+5FF, Đ. Vĩnh Phú 17, Vĩnh Phú, Thuận An, Bình Dương, Việt Nam","https://www.google.com/maps/place/117+CAU+CA+GIAI+TRI/@10.867946,106.7036634,17z/data=!3m1!4b1!4m6!3m5!1s0x3175294dfb2075a3:0xab11c9eea4fea00!8m2!3d10.867946!4d106.7036634!16s%2Fg%2F11pghpr_tk?hl=vi&entry=ttu",Quán cà phê,Quán cà phê,4.0,4.200056876720037,4
8,136 BÙI văn BA,ChIJAyhKjIQldTERZjSpfQx36Y4,10.7496688,106.7320576,"14 Bùi Văn Ba, Tân Thuận Đông, Quận 7, Thành phố Hồ Chí Minh, Việt Nam","https://www.google.com/maps/place/136+BU%CC%80I+v%C4%83n+BA/@10.7496688,106.7320576,17z/data=!3m1!4b1!4m6!3m5!1s0x317525848c4a2803:0x8ee9770c7da93466!8m2!3d10.7496688!4d106.7320576!16s%2Fg%2F11fxdz1r6b?hl=vi&entry=ttu",Nhà hàng,Nhà hàng,3.735294117647059,4.184183965350214,34
9,18 Thôn Vườn Trầu,ChIJozikXU4qdTERv_bosQtKkgw,10.8449887,106.5955279,"85/1B, Tây Lân, Bà Điểm, Hóc Môn, Thành phố Hồ Chí Minh, Việt Nam",https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJozikXU4qdTERv_bosQtKkgw,Điểm mốc lịch sử,Điểm mốc lịch sử,4.071428571428571,3.954627243825845,42
10,194d Lý Thánh Tông,ChIJV4LKrqItdTERNuCTVdOGteQ,10.7675033,106.6234371,"QJ9F+293, Tân Thới Hoà, Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJV4LKrqItdTERNuCTVdOGteQ,Căn hộ nghỉ dưỡng cho thuê,Căn hộ nghỉ dưỡng cho thuê,5.0,4.172320901180497,2
11,1983 coffee & milktea,ChIJ17rhCJYpdTERgjpbxHMH4LY,10.8488797,106.6595511,"RMX5+GRV, Hẻm 109 Đ. Số 2, Phường 16, Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam","https://www.google.com/maps/place/1983+coffee+%26+milktea/@10.8488797,106.6595511,17z/data=!3m1!4b1!4m6!3m5!1s0x3175299608e1bad7:0xb6e00773c45b3a82!8m2!3d10.8488797!4d106.6595511!16s%2Fg%2F11kpz66lmn?hl=vi&entry=ttu",Quán cà phê,Quán cà phê,5.0,4.218657206406648,17
12,1986 Tea | Coffee,ChIJy8HBXdEvdTERAxi19hwDRuo,10.7365389,106.6604168,"108 A Đ. Bùi Minh Trực, Phường 5, Quận 8, Thành phố Hồ Chí Minh, Việt Nam","https://www.google.com/maps/place/1986+Tea+%7C+Coffee/@10.7365389,106.6604168,17z/data=!3m1!4b1!4m6!3m5!1s0x31752fd15dc1c1cb:0xea46031cf6b51803!8m2!3d10.7365389!4d106.6604168!16s%2Fg%2F11f7fgrvv2?hl=vi&entry=ttu",Quán cà phê,Quán cà phê,4.703703703703703,4.139781402943518,27
13,1994 Store,ChIJiwTHH9nVdDERGtN4NGu1IHs,10.9078658,106.5933479,"12 Đ. Tân Hiệp 8-1, Tân Hiệp, Hóc Môn, Thành phố Hồ Chí Minh 700000, Việt Nam",https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJiwTHH9nVdDERGtN4NGu1IHs,Dịch vụ bảo mật máy tính,Dịch vụ bảo mật máy tính,5.0,4.167504992406533,8
14,1994s WATCH,ChIJMVr-1YMpdTERX_87JdtL-D8,10.8513865,106.6666098,"672/76 Đ. Thống Nhất, Phường 15, Gò Vấp, Thành phố Hồ Chí Minh 70000, Việt Nam","https://www.google.com/maps/place/1994s+WATCH/@10.8513865,106.6666098,17z/data=!3m1!4b1!4m6!3m5!1s0x31752983d5fe5a31:0x3ff84bdb253bff5f!8m2!3d10.8513865!4d106.6666098!16s%2Fg%2F11gh_mrcx4?hl=vi&entry=ttu",Cửa hàng đồng hồ,Cửa hàng đồng hồ,4.428571428571429,4.234020936506997,7
15,1997 BaeShop,ChIJVfenSegpdTERTH0fe1mHqO0,10.8179544,106.6916493,"107 Nguyên Hồng, Phường 1, Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam","https://www.google.com/maps/place/1997+BaeShop/@10.8179544,106.6916493,17z/data=!3m1!4b1!4m6!3m5!1s0x317529e849a7f755:0xeda887597b1f7d4c!8m2!3d10.8179544!4d106.6916493!16s%2Fg%2F11jzfl_t32?hl=vi&entry=ttu",Cửa hàng,Cửa hàng,4.625,4.117433264457933,24
16,2 Đô Quán,ChIJT_07aismdTERU_WEUwVbs60,10.8265141,106.7284122,"80 Đ. Số 23, Khu phố 4, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam","https://www.google.com/maps/place/2+%C4%90%C3%B4+Qu%C3%A1n/@10.8265141,106.7284122,17z/data=!3m1!4b1!4m6!3m5!1s0x3175262b6a3bfd4f:0xadb35b055384f553!8m2!3d10.8265141!4d106.7284122!16s%2Fg%2F1pzv50sgn?hl=vi&entry=ttu","Nhà hàng, Gian hàng rong",Nhà hàng,3.907407407407408,4.197091540361115,54
17,2-Connect Vietnam,ChIJ8eEZHD4ndTERKWtSLyrYj1A,10.7911062,106.7572718,"QQR4+CWR, Phường Bình Trưng Tây, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJ8eEZHD4ndTERKWtSLyrYj1A,Văn phòng công ty,Văn phòng công ty,4.0,4.24597144905986,1
18,254/98/10 Âu Cơ,ChIJgYveNc0udTERzEYqdgsE3p0,10.774983,106.6506986,"98/10 Đ. Âu Cơ, Phường 9, Tân Bình, Thành phố Hồ Chí Minh, Việt Nam","https://www.google.com/maps/place/254%2F98%2F10+%C3%82u+C%C6%A1/@10.774983,106.6506986,17z/data=!3m1!4b1!4m6!3m5!1s0x31752ecd35de8b81:0x9dde040b762a46cc!8m2!3d10.774983!4d106.6506986!16s%2Fg%2F11bby4_b27?hl=vi&entry=ttu",Trung tâm nghệ thuật,Trung tâm nghệ thuật,3.6,4.212029596221589,5
19,255 FOOD GARDEN,ChIJOQxytXEpdTER_Lt-erW26kE,10.8385524,106.670288,"255A Nguyễn Văn Lượng, Phường 10, Gò Vấp, Thành phố Hồ Chí Minh 76000, Việt Nam","https://www.google.com/maps/place/255+FOOD+GARDEN/@10.8385524,106.670288,17z/data=!3m1!4b1!4m6!3m5!1s0x31752971b5720c39:0x41eab6b57a7ebbfc!8m2!3d10.8385524!4d106.670288!16s%2Fg%2F11lh5ffpdf?hl=vi&entry=ttu",Nhà hàng,Nhà hàng,4.0344827586206895,4.142154981978651,29
20,269 Coffee 24h,ChIJ4zycCtApdTERIvqWjIUHQns,10.8401708,106.6576642,"102/7 Lê Văn Thọ, Phường 9, Gò Vấp, Thành phố Hồ Chí Minh 700000, Việt Nam","https://www.google.com/maps/place/269+Coffee+24h/@10.8401708,106.6576642,17z/data=!3m1!4b1!4m6!3m5!1s0x317529d00a9c3ce3:0x7b4207858c96fa22!8m2!3d10.8401708!4d106.6576642!16s%2Fg%2F11h5mf95bc?hl=vi&entry=ttu",Quán cà phê internet,Quán cà phê internet,4.0285714285714285,4.132641278883509,35
21,27 ELITE SHOPPING COMPLEX,ChIJC8n56g0pdTER0YYOkKUfacU,10.8120578,106.7000769,"366/50 Chu Văn An, Phường 12, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam","https://www.google.com/maps/place/27+ELITE+SHOPPING+COMPLEX/@10.8120578,106.7000769,17z/data=!3m1!4b1!4m6!3m5!1s0x3175290deaf9c90b:0xc5691fa5900e86d1!8m2!3d10.8120578!4d106.7000769!16s%2Fg%2F11sd8rn661?hl=vi&entry=ttu",Cửa hàng quần áo,Cửa hàng quần áo,5.0,4.255515959934616,47
22,299.vn,ChIJ3VOcUQ4vdTERSZI_-9Q7boE,10.7788933,106.6329331,"54 Đường, B Khu ADC, Thành phố Hồ Chí Minh 00000, Việt Nam",https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJ3VOcUQ4vdTERSZI_-9Q7boE,Cửa hàng sửa chữa xe máy,Cửa hàng sửa chữa xe máy,4.375,4.183282399422696,24
23,2B Barber Shop,ChIJOa5jm_spdTERcV4PEGEu2e0,10.8534434,106.6631962,"613 Phạm Văn Chiêu, Phường 13, Gò Vấp, Thành phố Hồ Chí Minh 700000, Việt Nam","https://www.google.com/maps/place/2B+Barber+Shop/@10.8534434,106.6631962,17z/data=!3m1!4b1!4m6!3m5!1s0x317529fb9b63ae39:0xedd92e61100f5e71!8m2!3d10.8534434!4d106.6631962!16s%2Fg%2F11khsm1y6g?hl=vi&entry=ttu",Hiệu làm tóc,Hiệu làm tóc,5.0,4.210633517693124,40
24,2PM Coffee,ChIJGW99XJIpdTER8nGmjobQQY8,10.7972578,106.7178871,"135/39 Đ. Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Thành phố Hồ Chí Minh 70000, Việt Nam","https://www.google.com/maps/place/2PM+Coffee/@10.7972578,106.7178871,17z/data=!3m1!4b1!4m6!3m5!1s0x317529925c7d6f19:0x8f41d0868ea671f2!8m2!3d10.7972578!4d106.7178871!16s%2Fg%2F11ffvtgycs?hl=vi&entry=ttu",Quán cà phê espresso,Quán cà phê espresso,4.188679245283019,4.179742065933197,159
25,3 Râu,ChIJQUP0-wEvdTERs2QZ-ujp-bY,10.7373516,106.6560585,"283 Đ. Bùi Minh Trực, Phường 6, Quận 8, Thành phố Hồ Chí Minh 700000, Việt Nam","https://www.google.com/maps/place/3+R%C3%A2u/@10.7373516,106.6560585,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f01fbf44341:0xb6f9e9e8fa1964b3!8m2!3d10.7373516!4d106.6560585!16s%2Fg%2F11h8d6kwbs?hl=vi&entry=ttu",Quán gà rán mang đi,Quán gà rán mang đi,4.117647058823529,4.187769475440918,17
26,30Shine,ChIJ_SsUYZovdTERXLY_w4tfWro,10.7808993,106.6696095,"145 Đ. Tô Hiến Thành, Phường 13, Quận 10, Thành phố Hồ Chí Minh 700000, Việt Nam","https://www.google.com/maps/place/30Shine/@10.7808993,106.6696095,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f9a61142bfd:0xba5a5f8bc33fb65c!8m2!3d10.7808993!4d106.6696095!16s%2Fg%2F11f5_jf9bb?hl=vi&entry=ttu",Tiệm cắt tóc,Tiệm cắt tóc,3.629139072847682,4.116917285143254,151
27,30Shine - 49 Phan Đình Phùng,ChIJg-PF0b0pdTERft1JC-7y_A0,10.793183,106.6849449,"49 Phan Đình Phùng, Phường 17, Phú Nhuận, Thành phố Hồ Chí Minh 725300, Việt Nam","https://www.google.com/maps/place/30Shine+-+49+Phan+%C4%90%C3%ACnh+Ph%C3%B9ng/@10.793183,106.6849449,17z/data=!3m1!4b1!4m6!3m5!1s0x317529bdd1c5e383:0xdfcf2ee0b49dd7e!8m2!3d10.793183!4d106.6849449!16s%2Fg%2F11fd4w8_g3?hl=vi&entry=ttu",Hiệu làm tóc,Hiệu làm tóc,3.907142857142857,4.175944462208638,140
28,30Shine - Tôn Đản,ChIJfzQbR44vdTERDiUHbnSRNBA,10.7611475,106.7077394,"25 Tôn Đản, Phường 13, Quận 4, Thành phố Hồ Chí Minh, Việt Nam","https://www.google.com/maps/place/30Shine+-+T%C3%B4n+%C4%90%E1%BA%A3n/@10.7611475,106.7077394,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f8e471b347f:0x103491746e07250e!8m2!3d10.7611475!4d106.7077394!16s%2Fg%2F11gk7jngb0?hl=vi&entry=ttu","Hiệu làm tóc, Tiệm cắt tóc",Hiệu làm tóc,4.0071942446043165,4.155014763392503,139
29,30Shine 12 Lê Đức Thọ - Phường 7 - Gò Vấp,ChIJMc5ZKvkodTER-m7POObGzAk,10.8308996,106.6824335,"12 Đ. Lê Đức Thọ, Phường 7, Gò Vấp, Thành phố Hồ Chí Minh 700000, Việt Nam","https://www.google.com/maps/place/30Shine+12+L%C3%AA+%C4%90%E1%BB%A9c+Th%E1%BB%8D+-+Ph%C6%B0%E1%BB%9Dng+7+-+G%C3%B2+V%E1%BA%A5p/@10.8308996,106.6824335,17z/data=!3m1!4b1!4m6!3m5!1s0x317528f92a59ce31:0x9ccc6e638cf6efa!8m2!3d10.8308996!4d106.6824335!16s%2Fg%2F11g7zg6s6k?hl=vi&entry=ttu","Hiệu làm tóc, Tiệm cắt tóc",Hiệu làm tóc,3.8461538461538463,4.1604874402090015,156
30,30Shine 323 Xô Viết Nghệ Tĩnh,ChIJQ7d1NrsodTERxoJ4Y3sOqSk,10.803411,106.7112926,"323 Xô Viết Nghệ Tĩnh, Phường 24, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam","https://www.google.com/maps/place/30Shine+323+X%C3%B4+Vi%E1%BA%BFt+Ngh%E1%BB%87+T%C4%A9nh/@10.803411,106.7112926,17z/data=!3m1!4b1!4m6!3m5!1s0x317528bb3675b743:0x29a90e7b637882c6!8m2!3d10.803411!4d106.7112926!16s%2Fg%2F11hbt545s8?hl=vi&entry=ttu",Tiệm cắt tóc,Tiệm cắt tóc,3.7058823529411766,4.150765087345504,136
31,"30Shine 483 Thống Nhất, phường 16 Gò Vấp",ChIJTfxS_OApdTERMG0MfB7ir0w,10.8461602,106.6645828,"483 Đ. Thống Nhất, Phường 16, Gò Vấp, Thành phố Hồ Chí Minh 70000, Việt Nam","https://www.google.com/maps/place/30Shine+483+Th%E1%BB%91ng+Nh%E1%BA%A5t,+ph%C6%B0%E1%BB%9Dng+16+G%C3%B2+V%E1%BA%A5p/@10.8461602,106.6645828,17z/data=!3m1!4b1!4m6!3m5!1s0x317529e0fc52fc4d:0x4cafe21e7c0c6d30!8m2!3d10.8461602!4d106.6645828!16s%2Fg%2F11f66ck0kg?hl=vi&entry=ttu","Hiệu làm tóc, Tiệm cắt tóc",Hiệu làm tóc,3.8389830508474576,4.163044348794849,118
32,30shine,ChIJ42e2Tb4ldTERJ1Ml0zVZKyI,10.7460687,106.7289606,"420 Huỳnh Tấn Phát, Bình Thuận, Quận 7, Thành phố Hồ Chí Minh 72914, Việt Nam","https://www.google.com/maps/place/30shine/@10.7460687,106.7289606,17z/data=!3m1!4b1!4m6!3m5!1s0x317525be4db667e3:0x222b5935d3255327!8m2!3d10.7460687!4d106.7289606!16s%2Fg%2F11h2cn164d?hl=vi&entry=ttu",Hiệu làm tóc,Hiệu làm tóc,3.81203007518797,4.120783270334307,133
33,370 Nguyễn văn quỳ,ChIJ6eltv0oldTERxYFHaG2K6PQ,10.7379453,106.7415257,"370 Nguyễn Văn Quỳ, Phú Thuận, Quận 7, Thành phố Hồ Chí Minh, Việt Nam","https://www.google.com/maps/place/370+Nguy%E1%BB%85n+v%C4%83n+qu%E1%BB%B3/@10.7379453,106.7415257,17z/data=!3m1!4b1!4m6!3m5!1s0x3175254abf6de9e9:0xf4e88a6d684781c5!8m2!3d10.7379453!4d106.7415257!16s%2Fg%2F11tcjk580m?hl=vi&entry=ttu",Chung cư,Chung cư,5.0,4.235479464202147,1
34,3BICH Bình Thạnh,ChIJXyvAe4IvdTER_rYEpDvUIeE,10.7995169,106.6957224,"127b/10, Đ. Lê Văn Duyệt, Phường 3, Bình Thạnh, Thành phố Hồ Chí Minh 70000, Việt Nam","https://www.google.com/maps/place/3BICH+B%C3%ACnh+Th%E1%BA%A1nh/@10.7995169,106.6957224,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f827bc02b5f:0xe121d43ba404b6fe!8m2!3d10.7995169!4d106.6957224!16s%2Fg%2F11qrsy8db9?hl=vi&entry=ttu",Cửa hàng quần áo,Cửa hàng quần áo,4.96,4.163553669685586,25
35,3T Cà Phê Trứng Sài Gòn,ChIJMRyCR9IodTERj7ldx-aeQiw,10.7940152,106.6860921,"355 Đ. Hoàng Sa, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","https://www.google.com/maps/place/3T+C%C3%A0+Ph%C3%AA+Tr%E1%BB%A9ng+S%C3%A0i+G%C3%B2n/@10.7940152,106.6860921,17z/data=!3m1!4b1!4m6!3m5!1s0x317528d247821c31:0x2c429ee6c75db98f!8m2!3d10.7940152!4d106.6860921!16s%2Fg%2F11cndc1847?hl=vi&entry=ttu",Quán cà phê,Quán cà phê,4.114754098360656,4.139427959839375,427
36,496/56/20 Dương Quảng Hàm,ChIJS8dSFHYpdTERgk035Dq8tjw,10.8370692,106.6865271,"496/56/20 Dương Quảng Hàm, Phường 6, Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam","https://www.google.com/maps/place/496%2F56%2F20+D%C6%B0%C6%A1ng+Qu%E1%BA%A3ng+H%C3%A0m/@10.8370692,106.6865271,17z/data=!3m1!4b1!4m6!3m5!1s0x317529761452c74b:0x3cb6bc3ae4374d82!8m2!3d10.8370692!4d106.6865271!16s%2Fg%2F11p3_2f9p3?hl=vi&entry=ttu",Khu tổ hợp công quản,Khu tổ hợp công quản,5.0,4.223161835723625,5
37,4Rau Barber Cutclub Bình Thạnh,ChIJWb_Bm9EpdTERZ4wM0qFpeaY,10.8081174,106.7057204,"100 Bùi Đình Tuý, Phường 12, Bình Thạnh, Thành phố Hồ Chí Minh 700000, Việt Nam","https://www.google.com/maps/place/4Rau+Barber+Cutclub+B%C3%ACnh+Th%E1%BA%A1nh/@10.8081174,106.7057204,17z/data=!3m1!4b1!4m6!3m5!1s0x317529d19bc1bf59:0xa67969a1d20c8c67!8m2!3d10.8081174!4d106.7057204!16s%2Fg%2F11lfs3qw_p?hl=vi&entry=ttu",Tiệm cắt tóc,Tiệm cắt tóc,4.857512953367876,4.181072495919965,386
38,4S Riverside Garden,ChIJsZrMXYModTERNueD7-oKa7o,10.8221348,106.7179488,"Đường 17, Hiệp Bình Chánh, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam","https://www.google.com/maps/place/4S+Riverside+Garden/@10.8221348,106.7179488,17z/data=!3m1!4b1!4m6!3m5!1s0x317528835dcc9ab1:0xba6b0aeaef83e736!8m2!3d10.8221348!4d106.7179488!16s%2Fg%2F11csplls76?hl=vi&entry=ttu",Khu liên hợp căn hộ,Khu liên hợp căn hộ,4.161290322580645,4.178943051885579,31
39,5 Vape Gò Vấp | Cửa Hàng Pod,ChIJbyUvDS4pdTERJrXs1mRSswY,10.842954,106.6560099,"108/1/11A Nguyễn Văn Khối, Phường 9, Gò Vấp, Thành phố Hồ Chí Minh 700000, Việt Nam","https://www.google.com/maps/place/5+Vape+G%C3%B2+V%E1%BA%A5p+%7C+C%E1%BB%ADa+H%C3%A0ng+Pod/@10.842954,106.6560099,17z/data=!3m1!4b1!4m6!3m5!1s0x3175292e0d2f256f:0x6b35264d6ecb526!8m2!3d10.842954!4d106.6560099!16s%2Fg%2F11k3kf4fjg?hl=vi&entry=ttu",Cửa hàng thiết bị hóa hơi,Cửa hàng thiết bị hóa hơi,5.0,4.22357661548679,10
40,5MI STATION,ChIJz-dwa8spdTERI9wesZyaEcc,10.8080455,106.700327,"274/14A Bùi Đình Tuý, Phường 12, Bình Thạnh, Thành phố Hồ Chí Minh 72310, Việt Nam","https://www.google.com/maps/place/5MI+STATION/@10.8080455,106.700327,17z/data=!3m1!4b1!4m6!3m5!1s0x317529cb6b70e7cf:0xc7119a9cb11edc23!8m2!3d10.8080455!4d106.700327!16s%2Fg%2F11q8rt7c0v?hl=vi&entry=ttu",Cửa hàng văn phòng phẩm,Cửa hàng văn phòng phẩm,4.733333333333333,4.185482036628693,15
41,5ku Farm,ChIJB_0pHM4ldTERR5UecQz1VIg,10.7585445,106.7540816,"1/114 A Đường 103 Thạnh Mỹ Lợi, P, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJB_0pHM4ldTERR5UecQz1VIg,Nhà hàng,Nhà hàng,3.9741935483870967,4.108795751795772,155
42,60 Gym Yoga & Spa,ChIJxSbqQh0sdTERQlmbKX9q7Ww,10.7808648,106.6283544,"60 Hiền Vương, Phú Thạnh, Tân Phú, Thành phố Hồ Chí Minh 700000, Việt Nam",https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJxSbqQh0sdTERQlmbKX9q7Ww,Trung tâm yoga,Trung tâm yoga,4.764705882352941,4.170323366784985,17
43,602 Quán,ChIJW83O6aUodTERlhHvJwrAxoY,10.8005688,106.7166558,"543 Đ. Điện Biên Phủ, Phường 25, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam","https://www.google.com/maps/place/602+Qu%C3%A1n/@10.8005688,106.7166558,17z/data=!3m1!4b1!4m6!3m5!1s0x317528a5e9cecd5b:0x86c6c00a27ef1196!8m2!3d10.8005688!4d106.7166558!16s%2Fg%2F11ddytq5v5?hl=vi&entry=ttu",Nhà hàng,Nhà hàng,3.885057471264368,4.158406327709647,174
44,7 Golf,ChIJe_p8jtwvdTERXRRvxLbw47A,10.7794191,106.722643,"Lake View, 00.21, tầng trệt, CC, 19 Tố Hữu, P, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJe_p8jtwvdTERXRRvxLbw47A,"Cửa hàng bán dụng cụ chơi gôn, Cửa hàng phụ kiện thời trang, Sân gôn trong nhà, Siêu thị",Cửa hàng bán dụng cụ chơi gôn,4.928571428571429,4.210589198115499,14
45,7 Tha Thu - Studio,ChIJFYddEwAvdTER2WFmgwB4vfo,10.7444347,106.7096934,"62 Số 21, Tân Quy, Quận 7, Thành phố Hồ Chí Minh, Việt Nam","https://www.google.com/maps/place/7+Tha+Thu+-+Studio/@10.7444347,106.7096934,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f00135d8715:0xfabd7800836661d9!8m2!3d10.7444347!4d106.7096934!16s%2Fg%2F11vrymw3bv?hl=vi&entry=ttu",Cửa hàng xăm mình và xỏ lỗ,Cửa hàng xăm mình và xỏ lỗ,5.0,4.290787699561718,3
46,7-Eleven Saigon Trade Center,ChIJhwED20svdTERefttthrMj3Y,10.7838446,106.7035142,"37 Đ. Tôn Đức Thắng, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJhwED20svdTERefttthrMj3Y,Cửa hàng tiện lợi,Cửa hàng tiện lợi,3.032258064516129,4.114741116018102,31
47,7-Eleven TDTU Campus D7,ChIJRdycu3svdTERr0pgdzYXpY8,10.7305434,106.6979009,"Đại học Tôn Đức Thắng, 19 Đ. Nguyễn Hữu Thọ, Tân Hưng, Quận 7, Thành phố Hồ Chí Minh, Việt Nam","https://www.google.com/maps/place/7-Eleven+TDTU+Campus+D7/@10.7305434,106.6979009,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f7bbb9cdc45:0x8fa5173677604aaf!8m2!3d10.7305434!4d106.6979009!16s%2Fg%2F11h4g8q6tt?hl=vi&entry=ttu",Cửa hàng tiện lợi,Cửa hàng tiện lợi,2.7,4.044364672736585,30
48,828 Store,ChIJV1vvGW4pdTEROQ7XdPSe6wA,10.8273915,106.6707044,"275/75/48 Quang Trung, Phường 10, Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam","https://www.google.com/maps/place/828+Store/@10.8273915,106.6707044,17z/data=!3m1!4b1!4m6!3m5!1s0x3175296e19ef5b57:0xeb9ef474d70e39!8m2!3d10.8273915!4d106.6707044!16s%2Fg%2F11nxq71c_1?hl=vi&entry=ttu",Cửa hàng tạp hóa,Cửa hàng tạp hóa,5.0,4.274673736486837,5
