"placeId","title","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categoryName","location/lat","location/lng","address","permanentlyClosed","url"
"ChIJs2WZrTYndTERH1SY8qtApks","20/22/24 Đường 160, phường Tăng Nhơn Phú A, Quận 9","Nhà trọ",,,,,,,,,"Nhà trọ","10.8378751","106.7897369","20/22/24 Đ. 160, Tăng Nhơn Phú A, Quận 9, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJs2WZrTYndTERH1SY8qtApks"
"ChIJ4-rJ8CkndTERdqit513H_0Y","Hoa Viên Quán 102","Nhà hàng",,,,,,,,,"Nhà hàng","10.8373801","106.78918","39/79C Đ. Số 102, Tăng Nhơn Phú A, Quận 9, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJ4-rJ8CkndTERdqit513H_0Y"
"ChIJNWih_L0ndTERSHK396h7dtI","Nhà Nghỉ Hoàng Huân","Khách sạn","Nhà khách","Căn hộ được phục vụ",,,,,,,"Khách sạn","10.8372709","106.7916672","31/4e, Đ. 160, Tăng Nhơn Phú A, Quận 9, Thành phố Hồ Chí Minh 700000, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJNWih_L0ndTERSHK396h7dtI"
"ChIJ74tMJ8wndTERmyWNvgd-5mE","Ẩm thực sân vườn lẩu bò Tuyền ký","Nhà hàng gia đình",,,,,,,,,"Nhà hàng gia đình","10.836903","106.7993104","277 Lã Xuân Oai, Tăng Nhơn Phú A, Quận 9, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJ74tMJ8wndTERmyWNvgd-5mE"
"ChIJq6RyXxgndTER9c5JVlstP7E","Nhà hàng sinh thái Lúa","Nhà hàng",,,,,,,,,"Nhà hàng","10.8356019","106.7921841","19A, Đường 182, Lã Xuân Oai, Tăng Nhơn Phú A, Thành phố Thủ Đức, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJq6RyXxgndTER9c5JVlstP7E"
"ChIJlVwn4gIndTERpdrb54HuTjk","Hồ Câu Đài 236","Câu lạc bộ câu cá",,,,,,,,,"Câu lạc bộ câu cá","10.8352982","106.7980153","Cuối Đường 236, Phường Tăng Nhơn Phú A, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJlVwn4gIndTERpdrb54HuTjk"
"ChIJnUF17P4ndTER7z3QdMT8z-k","Quán Bia Tuyết Bờ Sông 160","Nhà hàng",,,,,,,,,"Nhà hàng","10.8348842","106.7894584","291 Đ. 160, Thành phố, Thủ Đức, Thành phố Hồ Chí Minh 71207, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJnUF17P4ndTER7z3QdMT8z-k"
"ChIJPxtNdyQndTERYy8MDwER85M","Dịch Vụ Câu Cá Giải Trí A Lượm","Trung tâm vui chơi giải trí",,,,,,,,,"Trung tâm vui chơi giải trí","10.8343438","106.8001638","286/1 Lã Xuân Oai, P, TP. Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJPxtNdyQndTERYy8MDwER85M"
"ChIJoYDfFS0pdTERLxJzN4_bvgg","Cocoon","Cửa hàng mỹ phẩm",,,,,,,,,"Cửa hàng mỹ phẩm","10.8343207","106.7944331","50A Đường số 182, Tăng Nhơn Phú A, Quận 9, Thành phố Hồ Chí Minh 700000, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJoYDfFS0pdTERLxJzN4_bvgg"
"ChIJjVpshg8ndTERZyzuUyCsTkw","Nhà hàng Hoa viên Ao Đôi","Nhà hàng",,,,,,,,,"Nhà hàng","10.8340532","106.7855953","1/174A Đình Phong Phú, Tăng Nhơn Phú B, Quận 9, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJjVpshg8ndTERZyzuUyCsTkw"
"ChIJHeJY_ZQndTERR6mYWRlR5XY","VTT Sports","Câu lạc bộ thể thao",,,,,,,,,"Câu lạc bộ thể thao","10.8339594","106.7936691","39 Đường số 182, Tăng Nhơn Phú A, Quận 9, Thành phố Hồ Chí Minh 70000, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJHeJY_ZQndTERR6mYWRlR5XY"
"ChIJb7xNvHYndTERwQAajBII09w","HỒ CÂU LÊ SANG","Câu lạc bộ câu cá",,,,,,,,,"Câu lạc bộ câu cá","10.8334803","106.7986713","Đường Số 236, Tăng Nhơn Phú A, Quận 9, Thành phố Hồ Chí Minh 070000, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJb7xNvHYndTERwQAajBII09w"
"ChIJoTf_OFAndTERIefd9g8TxSQ","Trạm cấp khí CNG",,,,,,,,,,,"10.8321724","106.7935284","RQJV+VC6, Tăng Nhơn Phú B, Quận 9, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJoTf_OFAndTERIefd9g8TxSQ"
"ChIJOTDhs3QndTER6L5kZAevsEg","Nhà máy công cụ và thiết bị TTI","Nhà sản xuất",,,,,,,,,"Nhà sản xuất","10.8321976","106.7883494","RQJQ+V8H, Đ. D15, Tăng Nhơn Phú B, Quận 9, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJOTDhs3QndTER6L5kZAevsEg"
"ChIJGb2jZiAndTERH3D48wntgK0","Samsung Electronics HCMC CE Complex","Nhà sản xuất hàng điện tử",,,,,,,,,"Nhà sản xuất hàng điện tử","10.8320376","106.797906","RQJX+R56, Cổng số 6, Tăng Nhơn Phú B, Quận 9, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJGb2jZiAndTERH3D48wntgK0"
"ChIJAYGbNwAndTER5pTCZrK_cNM","Hải sản Cà Mau online Vũ","Nhà bán buôn hải sản",,,,,,,,,"Nhà bán buôn hải sản","10.8306757","106.7827279","283/1 Dương Đình Hội, Tăng Nhơn Phú B, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJAYGbNwAndTER5pTCZrK_cNM"
"ChIJmZosm-YndTERw_k5imnAnBo","Công Ty TNHH Techtronic Tools (Việt Nam)","Nhà sản xuất",,,,,,,,,"Nhà sản xuất","10.8303277","106.7890328","TP, Khu, 14.5 Đường D14A Công Nghệ Cao, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJmZosm-YndTERw_k5imnAnBo"
"ChIJ65dImjMndTERBcSRztwAELM","Sân cầu lông Tám Khỏe Badminton Club","Sân cầu lông",,,,,,,,,"Sân cầu lông","10.8300413","106.785273","270 Bưng Ông Thoàn, Tăng Nhơn Phú B, Quận 9, Thành phố Hồ Chí Minh 70000, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJ65dImjMndTERBcSRztwAELM"
"ChIJ9WUz3R0ndTER8e9tEG1rYUQ","Scjm Vietnam",,,,,,,,,,,"10.8293414","106.7876118","216 Bưng Ông Thoàn, Phước Long B, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJ9WUz3R0ndTER8e9tEG1rYUQ"
"ChIJVzew7VUndTERv8nzOAZojjI","Công Ty Vận Tải Transimex","Văn phòng công ty",,,,,,,,,"Văn phòng công ty","10.8292077","106.7900992","RQHR+M2Q, Tăng Nhơn Phú B, Quận 9, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJVzew7VUndTERv8nzOAZojjI"
"ChIJx82QMRsndTER0Fxk2r2zv8E","UBND phường Tăng Nhơn Phú B","Chính phủ",,,,,,,,,"Chính phủ","10.8355067","106.7828791","185 Đình Phong Phú, Tăng Nhơn Phú B, Quận 9, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJx82QMRsndTER0Fxk2r2zv8E"
"ChIJGQfOPW8ndTERsoJoOGzq_8A","Cantin","Nhà hàng cao cấp",,,,,,,,,"Nhà hàng cao cấp","10.829213","106.7940856","RQHV+MJP, Tăng Nhơn Phú B, Quận 9, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJGQfOPW8ndTERsoJoOGzq_8A"
"ChIJH4nKzG0ndTERg8C-kkxjL9Y","Cầu Vàm Xuồng","Cầu",,,,,,,,,"Cầu","10.8285357","106.7887366","RQHQ+CF9, Bưng Ông Thoàn, Tăng Nhơn Phú B, Quận 9, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJH4nKzG0ndTERg8C-kkxjL9Y"
"ChIJEWBNaXcndTERFSGXJqBTZsA","Phòng khám BS Thỵn","Bác sĩ",,,,,,,,,"Bác sĩ","10.8270736","106.7832022","35 Dương Đình Hội, Tăng Nhơn Phú B, Quận 9, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJEWBNaXcndTERFSGXJqBTZsA"
"ChIJm4DiEtondTER-KhJZxGIu6U","LY GIẤY CHÍ THÁI","Cửa hàng in ấn",,,,,,,,,"Cửa hàng in ấn","10.8268228","106.7817807","224/10 Dương Đình Hội Phước Long B, Quận 9, Thủ Đức, Thành phố Hồ Chí Minh 70000, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJm4DiEtondTER-KhJZxGIu6U"
"ChIJWUPJJ60ndTERPo03HhmebFM","Phòng Thí Nghiệm Công Ty TTI","Nhà sản xuất",,,,,,,,,"Nhà sản xuất","10.8264477","106.7885703","RQGQ+HCG, Bưng Ông Thoàn, Tăng Nhơn Phú B, Quận 9, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJWUPJJ60ndTERPo03HhmebFM"
"ChIJWfpQRt4mdTERkUpYgPxRCG4","Nhà Máy SAMSUNG Khu Công Nghệ Cao","Nhà sản xuất",,,,,,,,,"Nhà sản xuất","10.8263313","106.7981688","RQGX+G7M, Đ. D2, Tăng Nhơn Phú B, Quận 9, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJWfpQRt4mdTERkUpYgPxRCG4"
"ChIJk7IVlLohdTERjKfSyPC307Y","Vinhome Grand Park Homestay House (Phong Nhã)","Lưu trú nhà dân",,,,,,,,,"Lưu trú nhà dân","10.8377231","106.8327748","Toà S2.05, Đ. Cầu Vồng, Nguyễn Xiển, Quận 9, Thành phố Hồ Chí Minh 008428, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJk7IVlLohdTERjKfSyPC307Y"
"ChIJZx_PUt8mdTERgA-Re_Eqins","Công ty TNHH MTV Công nghệ cao Điện Quang","Cửa hàng bán đồ điện tử",,,,,,,,,"Cửa hàng bán đồ điện tử","10.8261444","106.8002236","Đ. D2, Tăng Nhơn Phú B, Quận 9, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJZx_PUt8mdTERgA-Re_Eqins"
"ChIJfUN7ApAndTERoq4S6FSrE2U","Cổng số 3 - Công ty Samsung SEHC","Nhà sản xuất",,,,,,,,,"Nhà sản xuất","10.8262615","106.7910073","RQGR+8F, Tăng Nhơn Phú B, Quận 9, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJfUN7ApAndTERoq4S6FSrE2U"
"ChIJQ4KohIohdTERfFDpqMYkveY","VinHomes Quận 9","Đại lý bất động sản",,,,,,,,,"Đại lý bất động sản","10.8376371","106.831874","RRQM+9M2, Long Thạnh Mỹ, Quận 9, Thành phố Hồ Chí Minh 70000, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJQ4KohIohdTERfFDpqMYkveY"
"ChIJXd3fCI8ndTERg36syhbewdk","Nhà máy Biosilico","Nhà sản xuất",,,,,,,,,"Nhà sản xuất","10.8261995","106.7876114","RQGQ+F2H, Tăng Nhơn Phú B, Quận 9, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJXd3fCI8ndTERg36syhbewdk"
"ChIJW6TqWxchdTERNtal8LBkApc","Nội Thất Luxvie - Quận 9 - Thủ Đức - TPHCM","Cửa hàng nội thất",,,,,,,,,"Cửa hàng nội thất","10.8370268","106.8307288","Sảnh S1.07 01S05 Vinhomes Grand Park, 512 Nguyễn Xiển, Long Thạnh Mỹ, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJW6TqWxchdTERNtal8LBkApc"
"ChIJMc2NVMUgdTERISTJkmpg0Uk","Cổ Thụ Quán","Nhà hàng",,,,,,,,,"Nhà hàng","10.8365211","106.8299037","545 Nguyễn Xiển, Long Thạnh Mỹ, Quận 9, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJMc2NVMUgdTERISTJkmpg0Uk"
"ChIJZc73Ol0ndTER6rrYxgdF51A","KHO ĐMX Dương Đình Hội","Nhà kho",,,,,,,,,"Nhà kho","10.8256157","106.7840339","240A Dương Đình Hội, Tăng Nhơn Phú B, Quận 9, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJZc73Ol0ndTER6rrYxgdF51A"
"ChIJCasWLt8mdTERoq2IDtGk1W8","Schneider Electric Manufacturing","Nhà cung cấp thiết bị điện",,,,,,,,,"Nhà cung cấp thiết bị điện","10.8250925","106.7997011","Đ. Võ Chí Công, Tăng Nhơn Phú B, Quận 9, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJCasWLt8mdTERoq2IDtGk1W8"
"ChIJESOuuaAndTERX4CWbLtkhuQ","Công ty TNHH Genbyte Technology Việt Nam","Nhà sản xuất",,,,,,,,,"Nhà sản xuất","10.8248191","106.7891334","700000, Nhà xưởng D2, Lot I-15-1 D12 Road Saigon Hi-Tech Park, Ward, Tăng Nhơn Phú B, Quận 9, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJESOuuaAndTERX4CWbLtkhuQ"
"ChIJcwYgwhAndTERCn_Ig9drD4Q","Đường tập Ironman","Công viên",,,,,,,,,"Công viên","10.8342106","106.8170579","RRM8+MR, Long Thạnh Mỹ, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJcwYgwhAndTERCn_Ig9drD4Q"
"ChIJX1ppeLghdTERJw_DroE8vw8","Vinhomes Grand Park","Chung cư",,,,,,,,,"Chung cư","10.8356279","106.8300166","RRPJ+722, Nguyễn Xiển, Long Thạnh Mỹ, Quận 9, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJX1ppeLghdTERJw_DroE8vw8"
"ChIJJTgFLUEndTERwyC9UqJG58s","Khu Dân Cư Cao Cấp An Thiên Lý","Khu nhà liền kề",,,,,,,,,"Khu nhà liền kề","10.823479","106.7815582","Đường Dương Đình Hội, Phước Long B, Quận 9, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJJTgFLUEndTERwyC9UqJG58s"
"ChIJeYZbyEondTERUrWzdEeCZPU","SAMIL PHARMACEUTICAL FACTORY","Nhà sản xuất",,,,,,,,,"Nhà sản xuất","10.8232052","106.7876472","Lô I, 15-2 Đ. D15, Tăng Nhơn Phú B, Quận 9, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJeYZbyEondTERUrWzdEeCZPU"
"ChIJDxNCEN4mdTERiKcKNX8cavc","Cửa hàng xăng dầu Khu Công nghệ cao","Trạm xăng",,,,,,,,,"Trạm xăng","10.8228014","106.7950739","RQFW+42G, Đ. D2, Tăng Nhơn Phú B, Quận 9, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJDxNCEN4mdTERiKcKNX8cavc"
"ChIJne33emsndTERae2KbBjRIxM","AnThienLy","Công ty kinh doanh bất động sản",,,,,,,,,"Công ty kinh doanh bất động sản","10.8223135","106.7832625","RQCM+W8C, Phước Long B, Quận 9, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJne33emsndTERae2KbBjRIxM"
"ChIJy1SEwd0mdTERdVp7Ykj_8Cg","VIVIAN PARK","Văn phòng công ty",,,,,,,,,"Văn phòng công ty","10.8219944","106.7953268","Lô T5-2 và Lô T6, Đường D11B, Khu Công Nghệ Cao, Tăng Nhơn Phú B, Quận 9, Thành phố Hồ Chí Minh 700840, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJy1SEwd0mdTERdVp7Ykj_8Cg"
"ChIJjeaR_90mdTERZDLahInGcK4","Transimex SHTP Logistics","Văn phòng công ty",,,,,,,,,"Văn phòng công ty","10.8212859","106.7929057","Lô BT, Đ. D2 Đ. D1, Phường Tăng Nhơn Phú B, TP Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJjeaR_90mdTERZDLahInGcK4"
"ChIJDcMCjBondTERbFyPpX5MyoY","Du Học Đức","Nhà tư vấn giáo dục",,,,,,,,,"Nhà tư vấn giáo dục","10.8204853","106.7912648","Khu phức hợp Vivian Park, T5-2, phường Tăng Nhơn Phú 2, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJDcMCjBondTERbFyPpX5MyoY"
"ChIJM2CSCq0ndTERgmogpM2KfeM","YUDO VIETNAM (Ho Chi Minh Office)","Văn phòng công ty",,,,,,,,,"Văn phòng công ty","10.8198448","106.783132","16 D5, Khu Phố 6, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJM2CSCq0ndTERgmogpM2KfeM"
"ChIJS6c3F-cmdTERBvy_K8n2bXo","Ryobi","Nhà kho",,,,,,,,,"Nhà kho","10.819459","106.7924006","RQ9R+QXJ, Thành phố, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJS6c3F-cmdTERBvy_K8n2bXo"
"ChIJs4gsLRsndTERxj_KXxoGBpM","Ubnd Phường Tăng Nhơn Phú B - Trung Tâm Y Tế Dự Phòng Quận 9 - Đình Phong Phú","Trạm xe buýt",,,,,,,,,"Trạm xe buýt","10.835793","106.782453","Tăng Nhơn Phú B, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJs4gsLRsndTERxj_KXxoGBpM"
"ChIJZWDEp90mdTER-LWEsrD8oTs","Cầu Kinh","Cầu",,,,,,,,,"Cầu","10.8193247","106.7963945","RQ9W+PHC, Bưng Ông Thoàn, Tăng Nhơn Phú B, Quận 9, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJZWDEp90mdTER-LWEsrD8oTs"
"ChIJgwJMYAAndTERIDF66cyRoU8","Bãi xe container ồn ào","Bãi đỗ xe",,,,,,,,,"Bãi đỗ xe","10.8711989","106.7303921","TL43/50A 789, Khu phố 5, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJgwJMYAAndTERIDF66cyRoU8"
"ChIJB8J7sNAndTERE5fl7mdLwvg","Vựa hoa anh thư","Chợ",,,,,,,,,"Chợ","10.8706507","106.7263067","Tp, Chợ đầu mối nông sản, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJB8J7sNAndTERE5fl7mdLwvg"
"ChIJ_5YuXPkndTERE8cDps_LAhs","CHỢ ĐẦU MỐI NÔNG SẢN THỦ ĐỨC","Chợ nông sản","Chợ bán buôn nông sản",,,,,,,,"Chợ nông sản","10.8687706","106.7287053","141 QL1A, Tam Binh, Thành Phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJ_5YuXPkndTERE8cDps_LAhs"
"ChIJH5JsffkndTERWyU9xKsugac","Trạm Xăng Dầu Quốc Phong","Trạm xăng",,,,,,,,,"Trạm xăng","10.8686352","106.7313201","180 QL1A, Tam Binh, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJH5JsffkndTERWyU9xKsugac"
"ChIJAWBjkD4ndTERLVS4KvgW3LA","Cây Xăng Hoàng Nguyên","Trạm xăng",,,,,,,,,"Trạm xăng","10.8706013","106.7740185","VQCF+6JR, QL1A, Linh Xuân, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJAWBjkD4ndTERLVS4KvgW3LA"
"ChIJcaIRv30ndTERP05JmUvjZ0U","Trường Đại học Kinh tế - Luật, Đại học Quốc gia Thành phố Hồ Chí Minh","Trường đại học",,,,,,,,,"Trường đại học","10.8705048","106.7782705","669 QL1A, khu phố 3, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJcaIRv30ndTERP05JmUvjZ0U"
"ChIJ7XfiGwcodTER_358c9MV3a8","Cửa hàng Xăng dầu Petrolimex số 47","Trạm xăng",,,,,,,,,"Trạm xăng","10.8681765","106.7209585","39C QL13, Hiệp Bình Phước, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJ7XfiGwcodTER_358c9MV3a8"
"ChIJUeiwzH0ndTERDp33ZK7Ej5k","Trạm Xăng Dầu Số 20 - Comeco","Trạm xăng",,,,,,,,,"Trạm xăng","10.8694498","106.777497","27C QL1A, Linh Xuân, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJUeiwzH0ndTERDp33ZK7Ej5k"
"ChIJx46kxgUodTERFMi0-IIdW3E","ChÙA Minh ChÂU","Chùa phật giáo",,,,,,,,,"Chùa phật giáo","10.8663481","106.7164251","273/33 Đ. Quốc lộ 13 cũ, Hiệp Bình Phước, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJx46kxgUodTERFMi0-IIdW3E"
"ChIJT-St8oEndTER1j_3UlqCLWE","Khu Chế Xuất Linh Trung I","Khu thương mại",,,,,,,,,"Khu thương mại","10.8686518","106.7674694","VQ98+FX9, Khu Phố 4, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJT-St8oEndTER1j_3UlqCLWE"
"ChIJKXAAQwYodTER0fDrWqSLg7I","Karaoke Thảo Nguyên","Quán bar karaoke","Karaoke",,,,,,,,"Quán bar karaoke","10.8663058","106.7192338","204 Đ. Quốc lộ 13 cũ, Hiệp Bình Phước, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJKXAAQwYodTER0fDrWqSLg7I"
"ChIJi9G-ZVgndTERNzScKj7oixI","Galaxy Co.opXtra Linh Trung","Rạp chiếu phim",,,,,,,,,"Rạp chiếu phim","10.8679105","106.7766846","934 QL1A, Phường Linh Trung, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJi9G-ZVgndTERNzScKj7oixI"
"ChIJx7rcYv0ndTERSY94e0xDYFs","Nhà Nghỉ Tâm Ngọc Như","Nhà khách",,,,,,,,,"Nhà khách","10.8660635","106.7236751","850 QL13, Hiệp Bình Phước, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJx7rcYv0ndTERSY94e0xDYFs"
"ChIJk2ALiIEndTERQ9Yg8x305ZM","Cong Ty Freetrend","Văn phòng công ty",,,,,,,,,"Văn phòng công ty","10.867151","106.768456","Lô số 22, 24, 26, 28, KCX, 1 Linh Trung, Phường Linh Trung, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJk2ALiIEndTERQ9Yg8x305ZM"
"ChIJid7xMeAndTERWVpADxqXzKU","Sunview Town","Chung cư",,,,,,,,,"Chung cư","10.865741","106.727853","Đ. Gò Dưa, Hiệp Bình Phước, Thành Phố Thủ Đức, Thành phố Hồ Chí Minh 70000, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJid7xMeAndTERWVpADxqXzKU"
"ChIJI9dr938ndTER8JmFDBdNfs0","Chi nhánh Đăng kiểm 5003V TP.HCM","Trạm đăng kiểm xe",,,,,,,,,"Trạm đăng kiểm xe","10.8663383","106.7763529","Đường Trường Sơn, Khu Phố 4, Phường Linh Trung, Quận Thủ Đức, Linh Xuân, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/search/?api=1&query=all_places_no_search_ocr&query_place_id=ChIJI9dr938ndTER8JmFDBdNfs0"
